Frame_id,synchrony_Neck_to_R-Sho,synchrony_Neck_to_L-Sho,synchrony_R-Sho_to_R-Elb,synchrony_R-Elb_to_R-Wr,synchrony_L-Sho_to_L-Elb,synchrony_L-Elb_to_L-Wr,synchrony_Neck_to_R-Hip,synchrony_R-Hip_to_R-Knee,synchrony_R-Knee_to_R-Ank,synchrony_Neck_to_L-Hip,synchrony_L-Hip_to_L-Knee,synchrony_L-Knee_to_L-Ank,synchrony_Neck_to_Nose,synchrony_Nose_to_R-Eye,synchrony_R-Eye_to_R-Ear,synchrony_Nose_to_L-Eye,synchrony_L-Eye_to_L-Ear,normalized_distance
415,-1.0,0.0,0.05564984425760177,0.17649703790938542,0.06403429133811776,0.05880883265700385,0.002145990469372898,-1.0,-1.0,0.02567156596460007,-1.0,-1.0,0.03216422298635976,0.03656635919543318,0.06849211347492581,0.061828829386728894,0.11149796353659143,-1.0
416,-1.0,0.0,0.0411133042401767,0.01692384550333357,0.042267000822626834,0.03545311406996368,0.0046468540004781225,-1.0,-1.0,0.010155773567202757,-1.0,-1.0,-1.0,0.103923758072174,0.12448254274831255,0.04063952475178205,0.06872396424603945,-1.0
417,-1.0,0.01703603056181077,0.07741043031802904,0.03011254189414933,0.03209178843119982,0.009988170362152375,0.02719368663074067,-1.0,-1.0,0.010288935618439545,-1.0,-1.0,-1.0,0.047393142277489426,0.03110744075844713,0.026103780651663553,0.05852310777267923,-1.0
418,0.0009449263825787387,0.03260889135008169,0.08574124719568257,0.04120507621743552,0.0240472047625283,0.0368973285445087,0.026742766261007717,-1.0,-1.0,0.01930251964622355,-1.0,-1.0,-1.0,0.08117510592567598,0.047393142277489426,,0.13312493874765646,-1.0
419,-1.0,0.03260889135008169,0.05974669333211912,0.08264267778688228,0.028257841130196092,0.06031340748923464,0.02974852079970157,-1.0,-1.0,0.02279575068146857,-1.0,-1.0,-1.0,,0.04520516093945524,0.05502324007207701,0.17983633914985903,-1.0
420,0.03671778042730718,0.0632759403317744,0.08556116717249804,0.08281689029162471,0.002662683427521252,0.0736729902815502,0.02974852079970157,-1.0,-1.0,0.02858256554819016,-1.0,-1.0,0.04095381158157989,0.03094474969101363,0.022666840595769323,0.03168759179196456,0.13312493874765646,-1.0
421,-1.0,0.08248020937917275,0.1090594570878247,0.023168902590510798,0.007196326794216401,0.09992401604984585,0.017526964042598552,-1.0,-1.0,0.018233914826868973,-1.0,-1.0,-1.0,0.047393142277489426,0.07130894159111885,0.11764299676169217,0.13312493874765646,-1.0
422,0.055107350697494124,0.06541990646117882,0.1392411854216509,0.6256538360771985,0.016786231526303368,0.7615965685830431,0.050572936443452704,-1.0,-1.0,0.03745589744792967,-1.0,-1.0,0.05436475474928927,0.006805589314649851,0.03110744075844713,0.006805589314649851,0.16960947722185613,-1.0
423,0.03573858980308756,0.048010954062805714,0.09906630201773409,0.6845526456838034,0.02559389354216119,0.9078638996986004,0.04419325005655577,-1.0,-1.0,0.043090564143744285,-1.0,-1.0,0.057733636607870294,0.037750339005664935,0.006907967089502678,0.01594306283184665,0.14070231392322827,-1.0
424,0.03690455486735152,0.032962628041766126,0.07793692851594791,0.6845526456838034,0.029139430458685327,0.9026174361835743,0.052265198422643405,-1.0,-1.0,0.04653268488819004,-1.0,-1.0,0.02892702246672441,,0.009480112204389603,0.02891945942041288,0.13312493874765646,-1.0
425,0.03711314585071943,0.014075327157747626,0.05423010470944827,0.6808122393745376,0.041100334842575956,0.9020393222420668,0.03884274969913906,-1.0,-1.0,0.03506070697280201,-1.0,-1.0,0.027016578213403048,,0.055023240072076596,0.0,0.045604045299812865,-1.0
426,-1.0,0.014075327157747626,0.050970101987699246,0.6813828531969156,0.05410299064515977,0.8997324270631465,0.03737343413822397,-1.0,-1.0,0.04325913744091542,-1.0,-1.0,0.04170037988568153,0.06719309487228939,0.03624657613007192,0.006805589314649851,0.05066436472302012,-1.0
427,-1.0,0.0065974717800062945,0.04941079936180097,0.6847737794942842,0.0675070881928336,0.9285499843751273,0.0348351397388669,-1.0,-1.0,0.0367336608064637,-1.0,-1.0,-1.0,0.047393142277489426,0.02891945942041288,0.0502303562346623,0.030982548055132418,-1.0
428,-1.0,0.007709661126042554,0.02368011866425513,0.5529612054049919,0.07976115031174022,0.9360733685423172,0.037135269089519314,-1.0,-1.0,0.036693493246017256,-1.0,-1.0,0.024762500380307983,,0.07689275273141993,0.03572504873506496,0.03243159670764887,-1.0
429,-1.0,0.005667690535660565,0.033396485578445406,0.20243950238241884,0.07475887606151385,-1.0,0.04550118277515513,-1.0,-1.0,0.037167000247160915,-1.0,-1.0,-1.0,,0.07130894159111902,0.022845715803991428,0.08742761181182092,-1.0
430,-1.0,0.005667690535660565,0.033396485578445406,0.11725458686545462,0.08535481306528439,0.5837913130462976,0.05337610718879889,-1.0,-1.0,0.04497164095690475,-1.0,-1.0,0.004107230890815843,,0.009480112204389603,0.06365281442156953,0.03500374182253695,-1.0
431,-1.0,0.006388880796639597,0.022753724637852822,0.12446037200504938,0.09624447993201621,0.5327741940360319,0.05357977268351303,-1.0,-1.0,0.05226496327186114,-1.0,-1.0,-1.0,0.06719309487228939,0.04520516093945524,0.06060705121237811,0.0098789965647482,-1.0
432,0.036754077466245975,0.006388880796639597,0.033396485578445406,0.10862399613828524,0.08247052872062502,0.5268925500103923,0.04950385172495253,-1.0,-1.0,0.041157175026811585,-1.0,-1.0,-1.0,,0.009480112204389603,0.047393142277489426,0.03110744075844713,-1.0
433,0.036754077466245975,0.00698847086506437,0.022753724637852822,0.08936600711536972,0.09194192982894876,0.5289569184055107,0.04838107018687361,-1.0,-1.0,0.036471296784839353,-1.0,-1.0,-1.0,,0.04520516093945524,0.10800019348986771,0.006907967089502678,-1.0
434,-1.0,0.005876281519027201,0.015664358821774246,0.06758149607997746,0.09194192982894876,0.5241773115871725,0.04950385172495253,-1.0,-1.0,0.0400901925941097,-1.0,-1.0,-1.0,0.02660554190945152,0.047393142277489426,0.005583811140302803,0.03829719384995341,-1.0
435,-1.0,0.00698847086506437,0.017932046635411734,0.06520377889480043,0.10178612896828469,0.513638893578083,0.04838107018687361,-1.0,-1.0,0.037167000247160915,-1.0,-1.0,0.024762500380307983,0.04058755296283789,0.047393142277489426,0.06741264052702989,0.006907967089502678,-1.0
436,-1.0,0.005667690535660565,0.026120999709338167,0.05203905661579264,0.09194192982894876,0.513638893578083,0.04838107018687361,-1.0,-1.0,0.04302536825916026,-1.0,-1.0,-1.0,0.04058755296283789,0.009480112204389603,0.10800019348986771,0.006907967089502678,-1.0
437,0.0380748577956513,0.014200833769878875,0.02036106797505553,0.1030403438027628,0.08823154061769238,0.6864386451735143,0.057052430949808525,-1.0,-1.0,0.04950142007600051,-1.0,-1.0,-1.0,0.04058755296283789,0.04058755296283789,0.01979995259479901,0.13084590929385914,-1.0
438,-1.0,0.014200833769878875,0.005821376200590454,0.6266293210820829,0.06074858755526291,0.5514003088926577,0.0374076100242559,-1.0,-1.0,0.04466680336678474,-1.0,-1.0,-1.0,0.06719309487228939,0.04520516093945524,0.06060705121237811,0.04058755296283789,-1.0
439,0.0380748577956513,0.014200833769878875,0.019370307885625486,0.7251201343070637,0.09546544170869051,0.5558207828829999,0.05732049584465851,-1.0,-1.0,0.04751553793374644,-1.0,-1.0,-1.0,0.06719309487228939,0.07631260169790292,0.011071368916076879,0.04058755296283789,-1.0
440,0.036754077466245975,0.005667690535660565,0.01680794018003027,0.7127942930246115,0.07834846965421358,0.5682784010878178,0.05041431273839953,-1.0,-1.0,0.031839524786983896,-1.0,-1.0,0.027068086077434862,0.06719309487228939,0.03829719384995341,0.03168759179196456,0.09682030162263242,-1.0
441,-1.0,0.014200833769878875,0.008727546945033452,0.709160776352268,0.06720470243670189,0.5912738969529634,0.05117587960125144,-1.0,-1.0,0.045959764017782706,-1.0,-1.0,-1.0,0.035223287477277265,0.009119506825613117,0.03168759179196456,0.03500374182253695,-1.0
442,-1.0,0.01347964350890202,0.008727546945033452,0.6675174921121723,0.08001170068373352,0.5477512207786279,0.052199000943817235,-1.0,-1.0,0.04389192428424337,-1.0,-1.0,-1.0,,0.06440097450161743,0.09105300185574884,0.045604045299812865,-1.0
443,0.03711314585071943,0.014863481422384571,0.002906170744448427,0.6889529654620586,0.06886793346622166,0.5477512207786279,0.0495644796881348,-1.0,-1.0,0.0412094625554012,-1.0,-1.0,-1.0,0.11458623714977899,0.0928305014459097,0.09105300185574884,0.07631260169790292,-1.0
444,-1.0,0.016885553160704937,4.743186923619966e-09,0.6950901325643015,0.08092283947579668,0.5674682113864834,0.04672272194802866,-1.0,-1.0,0.037426904974198434,-1.0,-1.0,-1.0,0.06719309487228921,0.035223287477277265,0.023859906983459193,0.07631260169790292,-1.0
445,0.03427794905878816,0.017830479543288983,4.743186923619966e-09,0.6929538566777208,0.07714757887464413,0.5776020437885728,0.04672272194802866,-1.0,-1.0,0.04208828544826622,-1.0,-1.0,-1.0,,0.02660554190945152,0.023859906983459193,0.13084590929385914,-1.0
446,0.034940596711293175,0.01703603056181077,0.01078118131908377,0.6909264325903284,0.06730337973530819,0.58296276683628,0.039550853825451385,-1.0,-1.0,0.030861800993082028,-1.0,-1.0,0.05194324859118291,,0.04080709861757844,0.011363380493817741,0.13084590929385914,-1.0
447,-1.0,0.038225335196756964,4.743186923619966e-09,0.6929538566777208,0.08985589982306946,0.575474382845969,0.04384870947150161,-1.0,-1.0,0.03268166825489091,-1.0,-1.0,0.05129173168797925,0.06719309487228921,0.04080709861757844,0.011363380493817741,0.1619533500523067,-1.0
448,0.03415244244665639,0.01703603056181077,0.0024352520335960194,0.6929538566777208,0.07993496396795624,0.5674682113864834,0.045021116273600344,-1.0,-1.0,0.029901455137440407,-1.0,-1.0,0.038438429508431765,0.06719309487228921,0.06998478564191835,0.011363380493817741,0.12526209815355813,-1.0
449,0.03415244244665639,0.031162635813587962,0.0024352520335960194,0.6950901325643015,0.08888977744340026,0.575474382845969,0.04384870947150161,-1.0,-1.0,0.029901455137440407,-1.0,-1.0,0.0390341131572774,0.009642803271822977,0.04080709861757844,0.04120507621743552,0.12526209815355813,-1.0
450,-1.0,0.01703603056181077,4.743186923619966e-09,0.6950901325643015,0.07993496396795624,0.5628329581890011,0.045021116273600344,-1.0,-1.0,0.030861800993082028,-1.0,-1.0,0.025263512379243278,0.10778064783512743,0.06998478564191835,0.026103780651663553,0.12526209815355813,-1.0
451,-1.0,0.037699003848829724,0.002906170744448427,0.6828920744988836,0.05759371535157359,0.5674682113864834,0.04550118277515513,-1.0,-1.0,0.0356089197644964,-1.0,-1.0,0.024843024002720003,0.06719309487228921,0.06998478564191835,0.018702559241276843,0.1619533500523067,-1.0
452,-1.0,0.01703603056181077,0.011905561152654417,0.6727555708826909,0.08605858783603734,0.5662426985812852,0.04184604216562884,-1.0,-1.0,0.041157175026811585,-1.0,-1.0,0.025984702640220327,0.04058755296283789,0.06998478564191835,0.03572504873506496,0.07072879055760205,-1.0
453,-1.0,0.01703603056181077,0.028306110455953437,0.5762621888482485,0.07546586541423253,0.43521296961727385,0.05013036556967628,-1.0,-1.0,0.048475252187405005,-1.0,-1.0,0.025984702640220327,0.04058755296283789,0.06998478564191835,0.026103780651663553,0.12526209815355813,-1.0
454,-1.0,0.01703603056181077,0.032860579339677884,0.31482132101860105,0.05777319059850994,0.2236527051423498,0.04838107018687361,-1.0,-1.0,0.04908240922953539,-1.0,-1.0,0.025984702640220327,0.04058755296283789,0.06998478564191835,0.026103780651663553,0.12526209815355813,-1.0
455,-1.0,0.01703603056181077,0.02240393845211396,0.25,0.05951765406362593,0.17004159049841402,0.04838107018687361,-1.0,-1.0,0.048475252187405005,-1.0,-1.0,-1.0,0.04058755296283789,0.06440097450161743,0.07631260169790292,0.10742004245635065,-1.0
456,-1.0,0.01703603056181077,0.032860579339677884,0.2625583439507848,0.05574568964403678,0.22230723141161743,0.04950385172495253,-1.0,-1.0,0.039422855900063704,-1.0,-1.0,-1.0,0.04058755296283789,0.06440097450161743,0.07631260169790292,0.10742004245635065,-1.0
457,-1.0,0.01703603056181077,0.019244183630768696,0.2620819117478337,0.06558988878337271,0.22230723141161743,0.0498479256383131,-1.0,-1.0,0.039422855900063704,-1.0,-1.0,-1.0,0.04058755296283789,0.0928305014459097,0.009119506825613117,0.09427955009842565,-1.0
458,-1.0,0.01703603056181077,0.02970082451833229,0.2519060244417973,0.06558988878337271,0.21694650836391027,0.0498479256383131,-1.0,-1.0,0.039422855900063704,-1.0,-1.0,-1.0,,0.06440097450161743,0.1211189415908434,0.07072879055760205,-1.0
459,-1.0,0.01703603056181077,0.032860579339677884,0.2600140764139766,0.05220260375497516,0.2396580228727392,0.050970707176391794,-1.0,-1.0,0.04585475891173212,-1.0,-1.0,0.024843024002720003,0.0543467057322627,0.00257214511489164,0.018702559241276843,0.0397462425024694,-1.0
460,-1.0,0.01703603056181077,0.03795705838976719,0.25371867577748164,0.05574568964403678,0.21694650836391027,0.0498479256383131,-1.0,-1.0,0.041157175026811585,-1.0,-1.0,-1.0,,0.00257214511489164,0.05392584671855419,0.10742004245635065,-1.0
461,-1.0,0.016885553160704937,0.03795705838976719,0.24097783522826788,0.04597777730695176,0.2115728839113205,0.04558627911875735,-1.0,-1.0,0.038425493623728824,-1.0,-1.0,-1.0,,0.0928305014459097,0.05392584671855419,0.10742004245635065,-1.0
462,-1.0,0.016885553160704937,0.02970082451833229,0.2315574920552526,0.04243469141789014,0.23589949045573305,0.04418663039893515,-1.0,-1.0,0.03927382265655315,-1.0,-1.0,-1.0,0.06719309487228939,0.0928305014459097,0.029735729701500218,0.13084590929385914,-1.0
463,-1.0,0.016885553160704937,0.032860579339677884,0.2315574920552526,0.04243469141789014,0.22892367537244232,0.043063848860856464,-1.0,-1.0,0.041068421248742035,-1.0,-1.0,-1.0,0.06719309487228939,0.0928305014459097,0.029735729701500218,0.13084590929385914,-1.0
464,-1.0,0.016885553160704937,0.03558024952696788,0.25371867577748164,0.044796917821594916,0.21618283482322845,0.043063848860856464,-1.0,-1.0,0.041068421248742035,-1.0,-1.0,-1.0,0.09887353636468015,0.12377352029354403,0.037750339005664935,0.15687868617998527,-1.0
465,-1.0,0.0,0.032860579339677884,0.25380070376879105,0.04243469141789014,0.22230723141161743,0.044748203613492236,-1.0,-1.0,0.03554767923505432,-1.0,-1.0,-1.0,0.09887353636468015,0.12377352029354403,0.08728602130196547,0.13084590929385914,-1.0
466,-1.0,0.01986852430554095,0.03558024952696788,0.28914439524375646,0.0483400037106566,0.2067624916502133,0.044748203613492236,-1.0,-1.0,0.03554767923505432,-1.0,-1.0,-1.0,0.06719309487228939,0.1619533500523067,0.01979995259479901,0.13084590929385914,-1.0
467,-1.0,0.01986852430554095,0.02424485330783971,0.2519060244417973,0.05777319059850994,0.19347132031439962,0.044748203613492236,-1.0,-1.0,0.03554767923505432,-1.0,-1.0,-1.0,0.06719309487228939,0.13084590929385914,0.029735729701500218,0.13084590929385914,-1.0
468,-1.0,0.014200833769878875,0.041302519611649595,0.14947829697742693,0.11433694387053243,0.009022164771733485,0.04566856123252406,-1.0,-1.0,0.033048783745459095,-1.0,-1.0,0.025483690641285115,0.013759152769425454,0.0928305014459097,0.05502324007207701,0.13084590929385914,-1.0
469,0.03711314585071943,0.01347964350890202,0.03628699960732142,0.04363683825293962,0.26929895590161745,0.6987515742883266,0.03903067692290368,-1.0,-1.0,0.03741587246740286,-1.0,-1.0,0.007746459763283791,0.04058755296283789,0.10241638234956667,0.01979995259479901,0.13084590929385914,-1.0
470,-1.0,0.030043316953247398,0.03909647292243587,0.06608881522200333,0.358429038425846,0.8739968910720838,0.044748203613492236,-1.0,-1.0,0.03553421397394561,-1.0,-1.0,-1.0,0.0502303562346623,0.10241638234956667,0.06060705121237811,0.18280690512771053,-1.0
471,0.038225335196756964,0.030043316953247398,0.038193751272154984,0.08819028328258488,0.4234810746618157,0.9301748927993759,0.04377478191957407,-1.0,-1.0,0.04642857085084227,-1.0,-1.0,0.0069520107818042565,0.0502303562346623,0.10241638234956667,0.009119506825613117,0.12526209815355813,-1.0
472,0.03711314585071943,0.014075327157747626,0.05023829393279435,0.1746812980963919,0.42355052408457944,0.9301748927993759,0.04974324061541766,-1.0,-1.0,0.04853085449093791,-1.0,-1.0,-1.0,0.04058755296283789,0.0928305014459097,0.07631260169790292,0.1619533500523067,-1.0
473,0.03901978417823518,0.031145366397036547,0.060553908402217686,0.3209342551071969,0.4350781909458801,0.8899716337608906,0.06237520132642946,-1.0,-1.0,0.055361919286399,-1.0,-1.0,-1.0,0.10778064783512743,0.0928305014459097,0.009119506825613117,0.1619533500523067,-1.0
474,0.059228493720651997,0.03063900060209329,0.07138027363799238,0.3874190315670817,0.42562006443378697,0.9197503317621367,0.06327912519836862,-1.0,-1.0,0.053130566432302934,-1.0,-1.0,-1.0,0.04058755296283789,0.14479149727976093,0.03168759179196456,0.19635678129701542,-1.0
475,0.060022942702130315,0.03063900060209329,0.06998709529007091,0.4002576659900962,0.42531541317617894,0.9216032348489598,0.05620297931428906,-1.0,-1.0,0.05201980363085114,-1.0,-1.0,-1.0,0.017698430439004306,0.10800019348986771,0.009119506825613117,0.1915281577375773,-1.0
476,0.05741390370385431,0.017665722888134245,0.06998709529007091,0.3526157387324313,0.42977752253972595,0.946617350452329,0.053262740897494165,-1.0,-1.0,0.04530297636549402,-1.0,-1.0,-1.0,0.0502303562346623,0.10800019348986771,0.018026618296060563,0.21026890740259702,-1.0
477,0.056468977321270555,0.03186655665801368,0.10468902790151499,0.3037040522632353,0.437333739824659,0.9564409237877142,0.057434601198417506,-1.0,-1.0,0.051588108691581966,-1.0,-1.0,-1.0,0.0502303562346623,0.10800019348986771,0.026103780651663553,0.22945517072909788,-1.0
478,0.057031772997186474,0.03174105004588214,0.14565209395737894,0.18056155855756267,0.4487136275987703,0.9532598025632828,0.06403489301602278,-1.0,-1.0,0.05663167437506149,-1.0,-1.0,-1.0,0.0502303562346623,0.10013735289576925,0.02660554190945152,0.2135154615258004,-1.0
479,0.05407106959312337,0.03470175344994507,0.29900080032029985,0.3574741198329059,0.4348625176388515,0.9313591118606472,0.06726803760287055,-1.0,-1.0,0.0633247388466998,-1.0,-1.0,-1.0,0.009642803271822977,0.05453330759595584,0.01979995259479901,0.25000000000000006,-1.0
480,0.07225533635499579,0.048828358701722495,0.42230131374639585,0.46156309795255507,0.4370659525466815,0.9661421736229318,0.07177860912222192,-1.0,-1.0,0.06868123429717891,-1.0,-1.0,-1.0,0.0502303562346623,0.06440097450161743,0.01979995259479901,0.2135154615258004,-1.0
481,0.08752662156544747,0.0605647551110845,0.43456767697729237,0.5081389333326913,0.44810457392158953,0.9677988963599805,0.07675680887777317,-1.0,-1.0,0.07414102612707386,-1.0,-1.0,-1.0,0.10778064783512743,0.0928305014459097,0.01979995259479901,0.13084590929385914,-1.0
482,0.0855405693576885,0.048828358701722495,0.4568518882406632,-1.0,0.4370659525466815,0.954043964046944,0.07675680887777317,-1.0,-1.0,0.07414102612707386,-1.0,-1.0,-1.0,0.0502303562346623,0.06440097450161743,0.01979995259479901,0.18280690512771053,-1.0
483,0.08752662156544747,0.04725317080351079,0.45745091249904285,0.4891974377427493,0.44810457392158953,0.9661421736229318,0.07342704739189244,-1.0,-1.0,0.06868123429717891,-1.0,-1.0,-1.0,0.009642803271822977,0.06440097450161743,0.011071368916076879,0.16524934053856785,-1.0
484,0.08972334228891309,0.06283295818900109,0.4475349444923525,0.47859939355476694,0.4354497275632256,0.9438769723595616,0.07932091887135598,-1.0,-1.0,0.08307437456263046,-1.0,-1.0,-1.0,0.002570414271508208,0.06440097450161743,0.10800019348986771,0.16524934053856785,-1.0
485,0.08972334228891309,0.05946270566729547,0.4475349444923525,0.48865010028407596,0.4468085769437339,0.9460295552003648,0.08342370328628633,-1.0,-1.0,0.08341410813278073,-1.0,-1.0,-1.0,0.0070723890003148,0.06440097450161743,0.10800019348986771,0.10241638234956667,-1.0
486,0.06872018376501791,0.05946270566729547,-1.0,0.5275485700266145,0.4468085769437339,0.9460295552003648,0.08342370328628633,-1.0,-1.0,0.08341410813278073,-1.0,-1.0,-1.0,0.05446553127780448,0.04058755296283789,0.047393142277489426,0.07631260169790292,-1.0
487,0.06503575960640756,0.06283295818900109,-1.0,0.5345596150559105,0.45924834113910135,0.9536060651589019,0.0811656478158447,-1.0,-1.0,0.08171496681103439,-1.0,-1.0,0.043041229288350635,0.047393142277489426,0.009480112204389603,0.10800019348986771,0.07631260169790292,-1.0
488,0.08107469996548085,0.06561462171340376,-1.0,0.5345596150559105,0.4580819572091132,0.9394447897820932,0.0829677154176291,-1.0,-1.0,0.08150208612972569,-1.0,-1.0,0.04205051075468596,0.047393142277489426,0.04765994196315306,0.06741264052702989,0.07631260169790292,-1.0
489,0.08239548029488636,0.06451257226961471,-1.0,0.5354501630259398,0.44654002019067596,0.9554189700883197,0.09112434005195454,-1.0,-1.0,0.08610179807109083,-1.0,-1.0,-1.0,,0.07130894159111902,0.06741264052702989,0.13084590929385914,-1.0
490,0.08239548029488636,0.06561462171340376,0.4700911219459778,0.5194348806326835,0.44654002019067596,0.9554189700883197,0.08523046857249093,-1.0,-1.0,0.07939980248963008,-1.0,-1.0,-1.0,,0.07130894159111902,0.08345276701636942,0.04058755296283789,-1.0
491,0.08128329094884909,0.06321054981044703,0.47938420747581795,0.5194348806326835,0.4580819572091132,0.9554189700883197,0.08342840097070661,-1.0,-1.0,0.07939980248963008,-1.0,-1.0,-1.0,,0.009480112204389603,0.022845715803991428,0.10241638234956667,-1.0
492,0.10120191809531585,0.06321054981044703,0.46667588652739256,0.5214515056078788,0.4580819572091132,0.9465628579427752,0.08607992020801018,-1.0,-1.0,0.0718338489717528,-1.0,-1.0,-1.0,0.009642803271822977,0.04173413390584891,0.04080709861757844,0.13084590929385914,-1.0
493,0.0818162293775106,0.06519660201820614,-1.0,0.5331672735376054,0.4697118172440119,0.9234197853748977,0.08751801461254136,-1.0,-1.0,0.078473928531226,-1.0,-1.0,-1.0,0.009642803271822977,0.020094695480880262,0.04080709861757844,0.13084590929385914,-1.0
494,0.07874939690666659,0.06519660201820614,-1.0,0.5331672735376054,0.4578295307067682,0.9465628579427752,0.08751801461254136,-1.0,-1.0,0.078473928531226,-1.0,-1.0,-1.0,0.06719309487228939,0.01563035325418492,0.06365281442156953,0.13084590929385914,-1.0
495,0.09866802405313346,0.08158136358957235,-1.0,0.5338971886117936,0.4565749928288899,0.955717776003965,0.08836746624806066,-1.0,-1.0,0.07645890541809285,-1.0,-1.0,-1.0,,0.04520516093945524,0.06365281442156953,0.13084590929385914,-1.0
496,0.09866802405313346,0.06519660201820614,-1.0,0.5460289370006615,0.4578295307067682,0.955717776003965,0.08048786144788354,-1.0,-1.0,0.07168474349406188,-1.0,-1.0,0.04008002326807732,0.009642803271822977,0.047317945046149903,0.005583811140302803,0.13084590929385914,-1.0
497,0.10132253824916708,0.06519660201820614,-1.0,0.5460289370006615,0.4697118172440119,0.9396776225818885,0.08634295385242237,-1.0,-1.0,0.0773483340458778,-1.0,-1.0,0.011678355728319054,0.07683589814411378,0.13306957569296077,0.03399961302026445,0.10800019348986771,-1.0
498,0.10132253824916708,0.06519660201820614,-1.0,0.5338971886117936,0.46995060931188204,0.9234197853748977,0.08525526145767955,-1.0,-1.0,0.08498725936028817,-1.0,-1.0,-1.0,0.019285606543648474,0.047317945046149903,0.08475065946143218,0.0565306157946842,-1.0
499,0.10132253824916708,0.06519660201820614,-1.0,0.5338971886117936,0.4697118172440119,0.9360923372072776,0.08709997347796643,-1.0,-1.0,0.08498725936028817,-1.0,-1.0,0.011015708075814893,0.05949072891013771,0.047317945046149903,0.06740549022745605,0.10800019348986771,-1.0
500,0.10132253824916708,0.08158136358957235,-1.0,0.5358463249569176,0.4688947510357393,0.9271389250762889,0.08709997347796643,-1.0,-1.0,0.08498725936028817,-1.0,-1.0,-1.0,0.019285606543648474,0.07143383429443444,0.07631260169790323,0.2230744679843987,-1.0
501,0.09825570577832313,0.08158136358957235,-1.0,0.5460289370006615,0.46859009977813115,0.9322484629878777,0.08709997347796643,-1.0,-1.0,0.0794285578376558,-1.0,-1.0,-1.0,0.06617341906650877,0.047317945046149903,0.047393142277489426,0.0588104337857394,-1.0
502,0.09825570577832313,0.08158136358957235,-1.0,0.5460289370006615,0.45682741933123505,0.9096655293982668,0.08525526145767955,-1.0,-1.0,0.0794285578376558,-1.0,-1.0,-1.0,0.07683589814411378,0.047317945046149903,0.07255992589201686,0.1345985850997454,-1.0
503,0.10078959982050549,0.08213662486801672,-1.0,0.4932494323518941,0.45652276807362685,0.9383245882075915,0.0829677154176291,-1.0,-1.0,0.07827420800428192,-1.0,-1.0,-1.0,0.12372371066697395,0.10809067384166167,0.010892841124351543,0.1345985850997454,-1.0
504,0.08972334228891309,0.08213662486801672,0.45336931825081744,0.5332501406705484,0.45652276807362685,0.931916530145895,0.08225334021058747,-1.0,-1.0,0.07272327759953777,-1.0,-1.0,0.03890462998391591,0.11458623714977899,0.12212465668399254,0.04080709861757844,0.10800019348986771,-1.0
505,0.08972334228891309,0.08213662486801672,-1.0,0.5061256278814382,0.45682741933123505,0.9039916757121298,0.0811656478158447,-1.0,-1.0,0.07827420800428192,-1.0,-1.0,0.05317170113139595,0.11458623714977899,0.09891191534223596,0.035223287477277265,0.1619533500523067,-1.0
506,0.08752662156544747,0.04554482692231258,-1.0,0.489936810185083,0.4669216253824166,0.9287741660372216,0.0784602530910403,-1.0,-1.0,0.07419845639721592,-1.0,-1.0,-1.0,0.10778064783512743,0.009119506825614352,0.008907111470447933,0.1782390515713488,-1.0
507,0.10120191809531585,0.0479488988252692,0.44623536893306787,0.4904841476437565,0.4669216253824166,0.9360923372072776,0.08132645776807443,-1.0,-1.0,0.07939980248963008,-1.0,-1.0,-1.0,0.04984792563831333,0.04157837643528622,0.09105300185574869,-1.0,-1.0
508,0.10120191809531585,0.06127517346655834,0.4339311737812944,0.49251951727770604,0.4777344192090425,0.9198491984413909,0.07848506325862005,-1.0,-1.0,0.07419845639721592,-1.0,-1.0,0.2146887510187394,0.05446553127780448,-1.0,0.14199980651013222,-1.0,-1.0
509,0.09014914771712622,0.06127517346655834,-1.0,0.4765823149643934,0.4777344192090425,0.9134426015562366,0.0776356116231008,-1.0,-1.0,0.07419845639721592,-1.0,-1.0,-1.0,0.07426548387260466,-1.0,0.21041657583943452,-1.0,-1.0
510,0.10673982067436708,0.06127517346655834,0.44815167122759786,0.4884019298533394,0.4785514854173152,0.9515428571873056,0.07822621221896178,-1.0,-1.0,0.07419845639721592,-1.0,-1.0,-1.0,0.07426548387260466,-1.0,0.16960947722185618,-1.0,-1.0
511,0.10673982067436708,0.06127517346655834,0.44815167122759786,0.5053052421492236,0.4777344192090425,0.911743866774762,0.07338311889245144,-1.0,-1.0,0.07419845639721592,-1.0,-1.0,-1.0,0.10778064783512743,0.1782921740485231,0.1751932883621572,-1.0,-1.0
512,0.10610810386027922,0.05867228161775759,0.45555824488859864,0.4818384087610258,0.4778748857120609,0.9319215893102509,0.07535970366151376,-1.0,-1.0,0.07041261401963142,-1.0,-1.0,-1.0,0.14350569657019255,0.017665722888134245,0.035223287477277265,0.22189891114960802,-1.0
513,0.10349906486200326,0.06173911408860163,0.4556254272190033,0.4932494323518941,0.4658827187951289,0.9285342197114755,0.06939124496567015,-1.0,-1.0,0.06705968704772182,-1.0,-1.0,0.04620955857822286,,0.13075751443743008,0.1748921438103923,0.165706025858193,-1.0
514,0.10349906486200326,0.0763380045058922,0.4459997924950959,0.4912328073766989,0.45777859050716013,0.9367612697804764,0.05961641192785662,-1.0,-1.0,0.062015464028553416,-1.0,-1.0,-1.0,0.04080709861757844,0.11892499664706652,0.035223287477277265,0.1619533500523067,-1.0
